persuader_type,mental_state,participant_id,scenario,trial_num,success,persuasion_success,appeals_success,appeals_success_no_inferential
human,Revealed,27,meatless lunch,1,0,0,0,0
human,Revealed,27,llms,2,0,0,0,0
human,Revealed,27,coastal energy innovation,3,0,0,0,0
human,Revealed,27,lunar governance,4,0,0,0,0
human,Revealed,28,coastal energy innovation,0,0,0,1,0
human,Revealed,28,meatless lunch,1,0,0,1,1
human,Revealed,28,lunar governance,2,0,0,1,0
human,Revealed,28,llms,3,0,0,1,0
human,Revealed,28,education overhaul,4,0,0,1,0
human,Revealed,29,education overhaul,0,0,0,1,0
human,Revealed,29,meatless lunch,1,1,1,1,0
human,Revealed,29,lunar governance,2,1,1,1,0
human,Revealed,29,coastal energy innovation,3,1,1,1,0
human,Revealed,29,llms,4,1,1,1,0
human,Revealed,30,lunar governance,0,0,0,0,0
human,Revealed,30,education overhaul,1,0,0,0,0
human,Revealed,30,llms,2,0,0,0,0
human,Revealed,30,coastal energy innovation,3,1,1,0,0
human,Revealed,30,meatless lunch,4,0,0,0,0
human,Revealed,31,meatless lunch,0,0,0,1,0
human,Revealed,31,llms,1,0,0,1,0
human,Revealed,31,education overhaul,2,0,0,0,0
human,Revealed,31,lunar governance,3,0,0,0,0
human,Revealed,31,coastal energy innovation,4,1,1,1,0
human,Revealed,32,education overhaul,0,0,0,0,0
human,Revealed,32,meatless lunch,1,0,0,0,0
human,Revealed,32,lunar governance,2,0,0,1,0
human,Revealed,32,llms,3,0,0,0,0
human,Revealed,32,coastal energy innovation,4,0,0,1,0
human,Revealed,33,education overhaul,0,0,0,0,0
human,Revealed,33,meatless lunch,1,0,0,0,0
human,Revealed,33,lunar governance,2,0,0,0,0
human,Revealed,33,coastal energy innovation,3,0,0,0,0
human,Revealed,33,llms,4,0,0,0,0
human,Revealed,34,education overhaul,0,0,0,1,0
human,Revealed,34,meatless lunch,1,0,0,1,0
human,Revealed,34,coastal energy innovation,2,0,0,1,0
human,Revealed,34,lunar governance,3,0,0,1,0
human,Revealed,34,llms,4,0,0,1,0
human,Revealed,35,coastal energy innovation,0,0,0,0,0
human,Revealed,35,meatless lunch,1,0,0,0,0
human,Revealed,35,education overhaul,2,0,0,0,0
human,Revealed,35,lunar governance,3,0,0,0,0
human,Revealed,35,llms,4,0,0,0,0
human,Revealed,36,lunar governance,0,0,0,0,0
human,Revealed,36,meatless lunch,1,0,0,1,0
human,Revealed,36,coastal energy innovation,2,0,0,1,0
human,Revealed,36,education overhaul,3,0,0,1,0
human,Revealed,36,llms,4,0,0,1,0
human,Revealed,37,coastal energy innovation,0,0,0,1,0
human,Revealed,37,meatless lunch,1,0,0,1,0
human,Revealed,37,education overhaul,2,0,0,1,0
human,Revealed,37,lunar governance,3,0,0,1,0
human,Revealed,37,llms,4,0,0,1,0
human,Revealed,38,meatless lunch,0,0,0,0,0
human,Revealed,39,llms,0,0,0,1,0
human,Revealed,39,education overhaul,1,0,0,1,1
human,Revealed,39,coastal energy innovation,2,0,0,1,0
human,Revealed,39,lunar governance,3,0,0,1,0
human,Revealed,39,meatless lunch,4,0,0,1,1
human,Revealed,40,llms,0,0,0,1,0
human,Revealed,40,meatless lunch,1,0,0,1,0
human,Revealed,40,lunar governance,2,1,1,1,0
human,Revealed,40,coastal energy innovation,3,1,1,1,0
human,Revealed,40,education overhaul,4,1,1,1,0
human,Revealed,41,meatless lunch,0,0,0,0,0
human,Revealed,41,education overhaul,1,0,0,0,0
human,Revealed,41,lunar governance,2,0,0,0,0
human,Revealed,41,llms,3,0,0,0,0
human,Revealed,41,coastal energy innovation,4,0,0,0,0
human,Revealed,42,llms,0,0,0,1,0
human,Revealed,42,meatless lunch,1,0,0,1,0
human,Revealed,42,education overhaul,2,0,0,1,0
human,Revealed,42,lunar governance,3,0,0,1,0
human,Revealed,42,coastal energy innovation,4,0,0,1,0
human,Revealed,43,education overhaul,0,0,0,0,0
human,Revealed,43,meatless lunch,1,0,0,0,0
human,Revealed,43,coastal energy innovation,2,0,0,0,0
human,Revealed,43,lunar governance,3,0,0,0,0
human,Revealed,43,llms,4,0,0,0,0
human,Revealed,44,coastal energy innovation,0,0,0,0,0
human,Revealed,44,meatless lunch,1,0,0,1,0
human,Revealed,44,llms,2,0,0,1,0
human,Revealed,44,education overhaul,3,0,0,0,0
human,Revealed,44,lunar governance,4,0,0,0,0
human,Revealed,45,education overhaul,0,0,0,1,0
human,Revealed,46,lunar governance,0,0,0,1,0
human,Revealed,46,education overhaul,1,0,0,1,0
human,Revealed,46,coastal energy innovation,2,0,0,1,0
human,Revealed,46,llms,3,0,0,1,0
human,Revealed,46,meatless lunch,4,0,0,1,0
human,Revealed,47,coastal energy innovation,0,0,0,0,0
human,Revealed,47,meatless lunch,1,0,0,0,0
human,Revealed,47,llms,2,0,0,0,0
human,Revealed,47,lunar governance,3,1,1,0,0
human,Revealed,47,education overhaul,4,0,0,0,0
human,Revealed,48,coastal energy innovation,0,0,0,0,0
human,Revealed,48,meatless lunch,1,0,0,1,0
human,Revealed,48,education overhaul,2,1,1,1,0
human,Revealed,48,lunar governance,3,1,1,1,0
human,Revealed,48,llms,4,0,0,1,0
human,Revealed,49,coastal energy innovation,0,0,0,0,0
human,Revealed,49,llms,1,1,1,0,0
human,Revealed,49,meatless lunch,2,0,0,0,0
human,Revealed,49,education overhaul,3,1,1,0,0
human,Revealed,49,lunar governance,4,0,0,0,0
human,Revealed,50,llms,0,0,0,1,0
human,Revealed,50,education overhaul,1,0,0,0,0
human,Revealed,50,coastal energy innovation,2,1,1,0,0
human,Revealed,50,meatless lunch,3,1,1,0,0
human,Revealed,50,lunar governance,4,0,0,0,0
human,Hidden,51,coastal energy innovation,0,0,0,0,0
human,Hidden,51,education overhaul,1,0,0,0,0
human,Hidden,51,llms,2,0,0,0,0
human,Hidden,52,meatless lunch,0,0,0,0,0
human,Hidden,52,llms,1,0,0,0,0
human,Hidden,53,coastal energy innovation,0,1,1,1,0
human,Hidden,53,lunar governance,1,1,1,1,0
human,Hidden,53,education overhaul,2,1,1,1,0
human,Hidden,53,llms,3,1,1,1,0
human,Hidden,54,meatless lunch,0,0,0,1,0
human,Hidden,54,coastal energy innovation,1,0,0,1,0
human,Hidden,54,education overhaul,2,0,0,0,0
human,Hidden,55,coastal energy innovation,0,0,0,0,0
human,Hidden,55,education overhaul,1,0,0,0,0
human,Hidden,55,meatless lunch,2,0,0,1,0
human,Hidden,55,llms,3,0,0,0,0
human,Hidden,56,education overhaul,0,0,0,1,0
human,Hidden,56,lunar governance,1,0,0,1,0
human,Hidden,56,coastal energy innovation,2,0,0,1,0
human,Hidden,57,lunar governance,0,0,0,1,0
human,Hidden,57,llms,1,0,0,1,0
human,Hidden,58,lunar governance,0,0,0,0,0
human,Hidden,58,coastal energy innovation,1,0,0,0,0
human,Hidden,58,meatless lunch,2,1,1,0,0
human,Hidden,58,education overhaul,3,1,1,0,0
human,Hidden,59,meatless lunch,0,0,0,0,0
human,Hidden,60,llms,0,0,0,1,0
human,Hidden,61,llms,0,0,0,0,0
human,Hidden,62,education overhaul,0,0,0,0,0
human,Hidden,63,coastal energy innovation,0,0,0,0,0
human,Hidden,64,coastal energy innovation,0,0,0,1,0
human,Hidden,65,coastal energy innovation,0,0,0,0,0
human,Hidden,66,meatless lunch,0,0,0,0,0
human,Hidden,67,llms,0,0,0,0,0
human,Hidden,68,lunar governance,0,0,0,1,1
human,Hidden,69,llms,0,1,1,0,0
human,Hidden,70,education overhaul,0,0,0,0,0
human,Hidden,71,meatless lunch,0,0,0,0,0
human,Hidden,72,lunar governance,0,0,0,0,0
human,Hidden,73,llms,0,0,0,1,0
human,Hidden,74,coastal energy innovation,0,0,0,0,0
human,Hidden,75,education overhaul,0,0,0,0,0
human,Hidden,76,meatless lunch,0,0,0,1,0
human,Hidden,77,education overhaul,0,0,0,1,0
human,Hidden,78,coastal energy innovation,0,0,0,1,0
human,Hidden,78,meatless lunch,1,0,0,1,1
human,Hidden,78,lunar governance,2,0,0,0,0
human,Hidden,79,coastal energy innovation,0,0,0,1,1
human,Hidden,79,lunar governance,1,1,1,1,1
human,Hidden,79,llms,2,1,1,1,1
human,Hidden,80,llms,0,0,0,0,0
human,Hidden,80,meatless lunch,1,0,0,1,1
human,Hidden,80,coastal energy innovation,2,0,0,0,0
human,Hidden,81,llms,0,0,0,0,0
human,Hidden,81,coastal energy innovation,1,0,0,0,0
human,Hidden,81,lunar governance,2,1,1,0,0
human,Hidden,81,education overhaul,3,1,1,0,0
human,Hidden,82,llms,0,0,0,0,0
human,Hidden,82,education overhaul,1,1,1,1,0
human,Hidden,82,meatless lunch,2,1,1,1,0
human,Hidden,83,lunar governance,0,0,0,1,0
human,Hidden,83,meatless lunch,1,0,0,1,0
human,Hidden,84,lunar governance,0,0,0,1,0
human,Hidden,84,meatless lunch,1,1,1,1,0
human,Hidden,84,education overhaul,2,1,1,1,0
human,Hidden,85,llms,0,0,0,0,0
human,Hidden,85,lunar governance,1,0,0,0,0
human,Hidden,85,meatless lunch,2,0,0,1,0
human,Hidden,86,coastal energy innovation,0,1,1,0,0
human,Hidden,86,meatless lunch,1,1,1,1,0
human,Hidden,86,lunar governance,2,1,1,1,0
human,Hidden,87,llms,0,0,0,1,0
human,Hidden,87,lunar governance,1,0,0,1,0
human,Hidden,88,llms,0,0,0,1,0
human,Hidden,88,meatless lunch,1,1,1,0,0
human,Hidden,88,coastal energy innovation,2,1,1,1,0
human,Hidden,89,llms,0,0,0,0,0
human,Hidden,89,lunar governance,1,0,0,0,0
human,Hidden,89,meatless lunch,2,1,1,1,0
human,Hidden,90,meatless lunch,0,0,0,0,0
human,Hidden,90,lunar governance,1,0,0,1,1
human,Hidden,90,coastal energy innovation,2,0,0,1,0
human,Hidden,91,lunar governance,0,0,0,1,0
human,Hidden,92,lunar governance,0,0,0,1,0
human,Hidden,92,llms,1,0,0,0,0
human,Hidden,92,meatless lunch,2,0,0,0,0
human,Hidden,92,education overhaul,3,0,0,0,0
human,Hidden,92,coastal energy innovation,4,0,0,1,0
human,Hidden,93,llms,0,1,1,0,0
human,Hidden,93,meatless lunch,1,1,1,1,0
human,Hidden,94,lunar governance,0,1,1,0,0
human,Hidden,94,education overhaul,1,1,1,0,0
human,Hidden,95,coastal energy innovation,0,0,0,0,0
human,Hidden,96,education overhaul,0,0,0,0,0
human,Hidden,96,llms,1,0,0,0,0
human,Hidden,96,lunar governance,2,0,0,0,0
human,Hidden,96,meatless lunch,3,0,0,1,0
human,Hidden,97,coastal energy innovation,0,1,1,1,0
human,Hidden,97,education overhaul,1,1,1,0,0
human,Hidden,97,lunar governance,2,1,1,1,0
human,Hidden,97,llms,3,1,1,1,0
human,Hidden,98,coastal energy innovation,0,0,0,1,0
human,Hidden,98,education overhaul,1,0,0,1,0
human,Hidden,98,llms,2,1,1,1,0
human,Hidden,98,meatless lunch,3,0,0,1,0
human,Hidden,99,meatless lunch,0,0,0,1,0
human,Hidden,99,coastal energy innovation,1,1,1,0,0
human,Hidden,100,education overhaul,0,0,0,0,0
human,Hidden,100,llms,1,0,0,0,0
human,Hidden,101,meatless lunch,0,0,0,1,0
human,Hidden,102,lunar governance,0,0,0,1,1
human,Hidden,102,meatless lunch,1,1,1,1,1
human,Hidden,102,llms,2,1,1,1,0
human,Hidden,102,coastal energy innovation,3,1,1,1,0
human,Hidden,103,llms,0,0,0,1,0
human,Hidden,103,education overhaul,1,1,1,1,1
human,Hidden,103,coastal energy innovation,2,1,1,1,1
human,Hidden,104,llms,0,0,0,0,0
human,Hidden,104,education overhaul,1,0,0,0,0
human,Hidden,104,lunar governance,2,0,0,1,0
human,Hidden,105,llms,0,1,1,0,0
human,Hidden,106,education overhaul,0,0,0,0,0
human,Hidden,106,coastal energy innovation,1,1,1,1,1
human,Hidden,106,lunar governance,2,1,1,1,1
human,Hidden,106,llms,3,1,1,1,1
human,Hidden,107,meatless lunch,0,0,0,1,0
human,Hidden,107,lunar governance,1,1,1,1,0
human,Hidden,107,coastal energy innovation,2,1,1,1,0
human,Hidden,107,llms,3,1,1,1,0
human,Hidden,107,education overhaul,4,0,0,1,0
human,Hidden,108,coastal energy innovation,0,0,0,0,0
human,Hidden,108,meatless lunch,1,0,0,0,0
human,Hidden,108,lunar governance,2,0,0,0,0
human,Hidden,109,lunar governance,0,0,0,0,0
human,Hidden,109,education overhaul,1,0,0,1,0
human,Hidden,109,meatless lunch,2,0,0,1,0
human,Hidden,110,lunar governance,0,0,0,1,1
human,Hidden,110,education overhaul,1,1,1,1,0
human,Hidden,110,meatless lunch,2,0,0,1,1
human,Hidden,110,llms,3,0,0,1,0
human,Hidden,110,coastal energy innovation,4,0,0,1,0
human,Hidden,111,llms,0,0,0,1,0
human,Hidden,111,lunar governance,1,0,0,0,0
human,Hidden,112,meatless lunch,0,0,0,0,0
human,Hidden,112,lunar governance,1,0,0,0,0
human,Hidden,112,education overhaul,2,0,0,0,0
human,Hidden,112,llms,3,0,0,0,0
human,Hidden,113,education overhaul,0,0,0,0,0
human,Hidden,113,meatless lunch,1,1,1,0,0
human,Hidden,113,lunar governance,2,0,0,1,0
human,Hidden,113,llms,3,0,0,1,0
human,Hidden,114,coastal energy innovation,0,0,0,0,0
human,Hidden,114,llms,1,0,0,0,0
human,Hidden,115,coastal energy innovation,0,0,0,0,0
human,Hidden,115,meatless lunch,1,0,0,0,0
human,Hidden,115,education overhaul,2,0,0,0,0
human,Hidden,116,meatless lunch,0,0,0,0,0
human,Hidden,116,lunar governance,1,1,1,0,0
human,Hidden,116,coastal energy innovation,2,1,1,1,0
human,Hidden,117,llms,0,0,0,0,0
human,Hidden,117,coastal energy innovation,1,0,0,1,0
human,Hidden,117,meatless lunch,2,0,0,1,0
human,Hidden,118,lunar governance,0,0,0,1,0
human,Hidden,118,education overhaul,1,1,1,1,0
human,Hidden,118,meatless lunch,2,1,1,1,1
human,Hidden,118,coastal energy innovation,3,1,1,1,1
human,Hidden,119,llms,0,0,0,1,1
human,Hidden,119,education overhaul,1,0,0,1,0
human,Hidden,119,coastal energy innovation,2,0,0,1,1
human,Hidden,120,meatless lunch,0,0,0,0,0
human,Hidden,120,lunar governance,1,1,1,1,0
human,Hidden,120,llms,2,1,1,1,0
human,Hidden,121,coastal energy innovation,0,1,1,1,0
human,Hidden,121,llms,1,0,0,1,0
human,Hidden,122,education overhaul,0,0,0,0,0
human,Hidden,122,lunar governance,1,0,0,1,0
human,Hidden,122,coastal energy innovation,2,0,0,0,0
human,Hidden,122,llms,3,0,0,1,0
human,Hidden,123,llms,0,0,0,1,1
human,Hidden,123,education overhaul,1,0,0,0,0
human,Hidden,123,coastal energy innovation,2,0,0,0,0
human,Hidden,123,meatless lunch,3,0,0,0,0
human,Hidden,124,coastal energy innovation,0,0,0,0,0
human,Hidden,124,meatless lunch,1,0,0,0,0
human,Hidden,124,llms,2,0,0,0,0
human,Hidden,124,lunar governance,3,0,0,0,0
human,Hidden,124,education overhaul,4,0,0,1,0
human,Hidden,125,meatless lunch,0,0,0,1,1
human,Hidden,125,llms,1,0,0,1,0
human,Hidden,126,llms,0,0,0,1,0
human,Hidden,126,meatless lunch,1,0,0,1,0
human,Hidden,127,education overhaul,0,0,0,1,0
human,Hidden,127,meatless lunch,1,0,0,1,0
human,Hidden,127,llms,2,0,0,1,0
human,Hidden,128,meatless lunch,0,1,1,0,0
human,Hidden,128,lunar governance,1,1,1,0,0
human,Hidden,128,coastal energy innovation,2,1,1,1,0
human,Hidden,129,education overhaul,0,0,0,1,0
human,Hidden,129,lunar governance,1,1,1,1,1
human,Hidden,129,coastal energy innovation,2,1,1,1,0
human,Hidden,130,lunar governance,0,0,0,1,0
human,Hidden,130,coastal energy innovation,1,1,1,0,0
